,agent_activation_regime,fraction_uninformed,influence_error_distribution,influence_model,network_structure_model,population_size
665,random,0.5,"N(0, 0.1)",attractive_repulsive,"scale_free(N, 5)",1000
666,random,0.5,"N(0, 0.1)",random_adoption,erdos_renyi_random(N),1000
667,random,0.5,"N(0, 0.1)",random_adoption,"small_world(N, 0.0, 3)",1000
668,random,0.5,"N(0, 0.1)",random_adoption,"small_world(N, 0.0, 10)",1000
669,random,0.5,"N(0, 0.1)",random_adoption,"small_world(N, 0.66, 3)",1000
670,random,0.5,"N(0, 0.1)",random_adoption,"small_world(N, 0.66, 10)",1000
671,random,0.5,"N(0, 0.1)",random_adoption,"scale_free(N, 1)",1000
672,random,0.5,"N(0, 0.1)",random_adoption,"scale_free(N, 5)",1000
673,random,0.66,none,standard_model,erdos_renyi_random(N),1000
674,random,0.66,none,standard_model,"small_world(N, 0.0, 3)",1000
675,random,0.66,none,standard_model,"small_world(N, 0.0, 10)",1000
676,random,0.66,none,standard_model,"small_world(N, 0.66, 3)",1000
677,random,0.66,none,standard_model,"small_world(N, 0.66, 10)",1000
678,random,0.66,none,standard_model,"scale_free(N, 1)",1000
679,random,0.66,none,standard_model,"scale_free(N, 5)",1000
680,random,0.66,none,similarity_bias,erdos_renyi_random(N),1000
681,random,0.66,none,similarity_bias,"small_world(N, 0.0, 3)",1000
682,random,0.66,none,similarity_bias,"small_world(N, 0.0, 10)",1000
683,random,0.66,none,similarity_bias,"small_world(N, 0.66, 3)",1000
684,random,0.66,none,similarity_bias,"small_world(N, 0.66, 10)",1000
685,random,0.66,none,similarity_bias,"scale_free(N, 1)",1000
686,random,0.66,none,similarity_bias,"scale_free(N, 5)",1000
687,random,0.66,none,attractive_repulsive,erdos_renyi_random(N),1000
688,random,0.66,none,attractive_repulsive,"small_world(N, 0.0, 3)",1000
689,random,0.66,none,attractive_repulsive,"small_world(N, 0.0, 10)",1000
690,random,0.66,none,attractive_repulsive,"small_world(N, 0.66, 3)",1000
691,random,0.66,none,attractive_repulsive,"small_world(N, 0.66, 10)",1000
692,random,0.66,none,attractive_repulsive,"scale_free(N, 1)",1000
693,random,0.66,none,attractive_repulsive,"scale_free(N, 5)",1000
694,random,0.66,none,random_adoption,erdos_renyi_random(N),1000
695,random,0.66,none,random_adoption,"small_world(N, 0.0, 3)",1000
696,random,0.66,none,random_adoption,"small_world(N, 0.0, 10)",1000
697,random,0.66,none,random_adoption,"small_world(N, 0.66, 3)",1000
698,random,0.66,none,random_adoption,"small_world(N, 0.66, 10)",1000
699,random,0.66,none,random_adoption,"scale_free(N, 1)",1000
700,random,0.66,none,random_adoption,"scale_free(N, 5)",1000
701,random,0.66,"N(0, 0.05)",standard_model,erdos_renyi_random(N),1000
702,random,0.66,"N(0, 0.05)",standard_model,"small_world(N, 0.0, 3)",1000
703,random,0.66,"N(0, 0.05)",standard_model,"small_world(N, 0.0, 10)",1000
704,random,0.66,"N(0, 0.05)",standard_model,"small_world(N, 0.66, 3)",1000
705,random,0.66,"N(0, 0.05)",standard_model,"small_world(N, 0.66, 10)",1000
706,random,0.66,"N(0, 0.05)",standard_model,"scale_free(N, 1)",1000
707,random,0.66,"N(0, 0.05)",standard_model,"scale_free(N, 5)",1000
708,random,0.66,"N(0, 0.05)",similarity_bias,erdos_renyi_random(N),1000
709,random,0.66,"N(0, 0.05)",similarity_bias,"small_world(N, 0.0, 3)",1000
710,random,0.66,"N(0, 0.05)",similarity_bias,"small_world(N, 0.0, 10)",1000
711,random,0.66,"N(0, 0.05)",similarity_bias,"small_world(N, 0.66, 3)",1000
712,random,0.66,"N(0, 0.05)",similarity_bias,"small_world(N, 0.66, 10)",1000
713,random,0.66,"N(0, 0.05)",similarity_bias,"scale_free(N, 1)",1000
714,random,0.66,"N(0, 0.05)",similarity_bias,"scale_free(N, 5)",1000
715,random,0.66,"N(0, 0.05)",attractive_repulsive,erdos_renyi_random(N),1000
716,random,0.66,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.0, 3)",1000
717,random,0.66,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.0, 10)",1000
718,random,0.66,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.66, 3)",1000
719,random,0.66,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.66, 10)",1000
720,random,0.66,"N(0, 0.05)",attractive_repulsive,"scale_free(N, 1)",1000
721,random,0.66,"N(0, 0.05)",attractive_repulsive,"scale_free(N, 5)",1000
722,random,0.66,"N(0, 0.05)",random_adoption,erdos_renyi_random(N),1000
723,random,0.66,"N(0, 0.05)",random_adoption,"small_world(N, 0.0, 3)",1000
724,random,0.66,"N(0, 0.05)",random_adoption,"small_world(N, 0.0, 10)",1000
725,random,0.66,"N(0, 0.05)",random_adoption,"small_world(N, 0.66, 3)",1000
726,random,0.66,"N(0, 0.05)",random_adoption,"small_world(N, 0.66, 10)",1000
727,random,0.66,"N(0, 0.05)",random_adoption,"scale_free(N, 1)",1000
728,random,0.66,"N(0, 0.05)",random_adoption,"scale_free(N, 5)",1000
729,random,0.66,"N(0, 0.1)",standard_model,erdos_renyi_random(N),1000
730,random,0.66,"N(0, 0.1)",standard_model,"small_world(N, 0.0, 3)",1000
731,random,0.66,"N(0, 0.1)",standard_model,"small_world(N, 0.0, 10)",1000
732,random,0.66,"N(0, 0.1)",standard_model,"small_world(N, 0.66, 3)",1000
733,random,0.66,"N(0, 0.1)",standard_model,"small_world(N, 0.66, 10)",1000
734,random,0.66,"N(0, 0.1)",standard_model,"scale_free(N, 1)",1000
735,random,0.66,"N(0, 0.1)",standard_model,"scale_free(N, 5)",1000
736,random,0.66,"N(0, 0.1)",similarity_bias,erdos_renyi_random(N),1000
737,random,0.66,"N(0, 0.1)",similarity_bias,"small_world(N, 0.0, 3)",1000
738,random,0.66,"N(0, 0.1)",similarity_bias,"small_world(N, 0.0, 10)",1000
739,random,0.66,"N(0, 0.1)",similarity_bias,"small_world(N, 0.66, 3)",1000
740,random,0.66,"N(0, 0.1)",similarity_bias,"small_world(N, 0.66, 10)",1000
741,random,0.66,"N(0, 0.1)",similarity_bias,"scale_free(N, 1)",1000
742,random,0.66,"N(0, 0.1)",similarity_bias,"scale_free(N, 5)",1000
743,random,0.66,"N(0, 0.1)",attractive_repulsive,erdos_renyi_random(N),1000
744,random,0.66,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.0, 3)",1000
745,random,0.66,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.0, 10)",1000
746,random,0.66,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.66, 3)",1000
747,random,0.66,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.66, 10)",1000
748,random,0.66,"N(0, 0.1)",attractive_repulsive,"scale_free(N, 1)",1000
749,random,0.66,"N(0, 0.1)",attractive_repulsive,"scale_free(N, 5)",1000
750,random,0.66,"N(0, 0.1)",random_adoption,erdos_renyi_random(N),1000
751,random,0.66,"N(0, 0.1)",random_adoption,"small_world(N, 0.0, 3)",1000
752,random,0.66,"N(0, 0.1)",random_adoption,"small_world(N, 0.0, 10)",1000
753,random,0.66,"N(0, 0.1)",random_adoption,"small_world(N, 0.66, 3)",1000
754,random,0.66,"N(0, 0.1)",random_adoption,"small_world(N, 0.66, 10)",1000
755,random,0.66,"N(0, 0.1)",random_adoption,"scale_free(N, 1)",1000
756,random,0.66,"N(0, 0.1)",random_adoption,"scale_free(N, 5)",1000
757,random,0.75,none,standard_model,erdos_renyi_random(N),1000
758,random,0.75,none,standard_model,"small_world(N, 0.0, 3)",1000
759,random,0.75,none,standard_model,"small_world(N, 0.0, 10)",1000
760,random,0.75,none,standard_model,"small_world(N, 0.66, 3)",1000
761,random,0.75,none,standard_model,"small_world(N, 0.66, 10)",1000
762,random,0.75,none,standard_model,"scale_free(N, 1)",1000
763,random,0.75,none,standard_model,"scale_free(N, 5)",1000
764,random,0.75,none,similarity_bias,erdos_renyi_random(N),1000
765,random,0.75,none,similarity_bias,"small_world(N, 0.0, 3)",1000
766,random,0.75,none,similarity_bias,"small_world(N, 0.0, 10)",1000
767,random,0.75,none,similarity_bias,"small_world(N, 0.66, 3)",1000
768,random,0.75,none,similarity_bias,"small_world(N, 0.66, 10)",1000
769,random,0.75,none,similarity_bias,"scale_free(N, 1)",1000
770,random,0.75,none,similarity_bias,"scale_free(N, 5)",1000
771,random,0.75,none,attractive_repulsive,erdos_renyi_random(N),1000
772,random,0.75,none,attractive_repulsive,"small_world(N, 0.0, 3)",1000
773,random,0.75,none,attractive_repulsive,"small_world(N, 0.0, 10)",1000
774,random,0.75,none,attractive_repulsive,"small_world(N, 0.66, 3)",1000
775,random,0.75,none,attractive_repulsive,"small_world(N, 0.66, 10)",1000
776,random,0.75,none,attractive_repulsive,"scale_free(N, 1)",1000
777,random,0.75,none,attractive_repulsive,"scale_free(N, 5)",1000
778,random,0.75,none,random_adoption,erdos_renyi_random(N),1000
779,random,0.75,none,random_adoption,"small_world(N, 0.0, 3)",1000
780,random,0.75,none,random_adoption,"small_world(N, 0.0, 10)",1000
781,random,0.75,none,random_adoption,"small_world(N, 0.66, 3)",1000
782,random,0.75,none,random_adoption,"small_world(N, 0.66, 10)",1000
783,random,0.75,none,random_adoption,"scale_free(N, 1)",1000
784,random,0.75,none,random_adoption,"scale_free(N, 5)",1000
785,random,0.75,"N(0, 0.05)",standard_model,erdos_renyi_random(N),1000
786,random,0.75,"N(0, 0.05)",standard_model,"small_world(N, 0.0, 3)",1000
787,random,0.75,"N(0, 0.05)",standard_model,"small_world(N, 0.0, 10)",1000
788,random,0.75,"N(0, 0.05)",standard_model,"small_world(N, 0.66, 3)",1000
789,random,0.75,"N(0, 0.05)",standard_model,"small_world(N, 0.66, 10)",1000
790,random,0.75,"N(0, 0.05)",standard_model,"scale_free(N, 1)",1000
791,random,0.75,"N(0, 0.05)",standard_model,"scale_free(N, 5)",1000
792,random,0.75,"N(0, 0.05)",similarity_bias,erdos_renyi_random(N),1000
793,random,0.75,"N(0, 0.05)",similarity_bias,"small_world(N, 0.0, 3)",1000
794,random,0.75,"N(0, 0.05)",similarity_bias,"small_world(N, 0.0, 10)",1000
795,random,0.75,"N(0, 0.05)",similarity_bias,"small_world(N, 0.66, 3)",1000
796,random,0.75,"N(0, 0.05)",similarity_bias,"small_world(N, 0.66, 10)",1000
797,random,0.75,"N(0, 0.05)",similarity_bias,"scale_free(N, 1)",1000
798,random,0.75,"N(0, 0.05)",similarity_bias,"scale_free(N, 5)",1000
799,random,0.75,"N(0, 0.05)",attractive_repulsive,erdos_renyi_random(N),1000
800,random,0.75,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.0, 3)",1000
801,random,0.75,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.0, 10)",1000
802,random,0.75,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.66, 3)",1000
803,random,0.75,"N(0, 0.05)",attractive_repulsive,"small_world(N, 0.66, 10)",1000
804,random,0.75,"N(0, 0.05)",attractive_repulsive,"scale_free(N, 1)",1000
805,random,0.75,"N(0, 0.05)",attractive_repulsive,"scale_free(N, 5)",1000
806,random,0.75,"N(0, 0.05)",random_adoption,erdos_renyi_random(N),1000
807,random,0.75,"N(0, 0.05)",random_adoption,"small_world(N, 0.0, 3)",1000
808,random,0.75,"N(0, 0.05)",random_adoption,"small_world(N, 0.0, 10)",1000
809,random,0.75,"N(0, 0.05)",random_adoption,"small_world(N, 0.66, 3)",1000
810,random,0.75,"N(0, 0.05)",random_adoption,"small_world(N, 0.66, 10)",1000
811,random,0.75,"N(0, 0.05)",random_adoption,"scale_free(N, 1)",1000
812,random,0.75,"N(0, 0.05)",random_adoption,"scale_free(N, 5)",1000
813,random,0.75,"N(0, 0.1)",standard_model,erdos_renyi_random(N),1000
814,random,0.75,"N(0, 0.1)",standard_model,"small_world(N, 0.0, 3)",1000
815,random,0.75,"N(0, 0.1)",standard_model,"small_world(N, 0.0, 10)",1000
816,random,0.75,"N(0, 0.1)",standard_model,"small_world(N, 0.66, 3)",1000
817,random,0.75,"N(0, 0.1)",standard_model,"small_world(N, 0.66, 10)",1000
818,random,0.75,"N(0, 0.1)",standard_model,"scale_free(N, 1)",1000
819,random,0.75,"N(0, 0.1)",standard_model,"scale_free(N, 5)",1000
820,random,0.75,"N(0, 0.1)",similarity_bias,erdos_renyi_random(N),1000
821,random,0.75,"N(0, 0.1)",similarity_bias,"small_world(N, 0.0, 3)",1000
822,random,0.75,"N(0, 0.1)",similarity_bias,"small_world(N, 0.0, 10)",1000
823,random,0.75,"N(0, 0.1)",similarity_bias,"small_world(N, 0.66, 3)",1000
824,random,0.75,"N(0, 0.1)",similarity_bias,"small_world(N, 0.66, 10)",1000
825,random,0.75,"N(0, 0.1)",similarity_bias,"scale_free(N, 1)",1000
826,random,0.75,"N(0, 0.1)",similarity_bias,"scale_free(N, 5)",1000
827,random,0.75,"N(0, 0.1)",attractive_repulsive,erdos_renyi_random(N),1000
828,random,0.75,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.0, 3)",1000
829,random,0.75,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.0, 10)",1000
830,random,0.75,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.66, 3)",1000
831,random,0.75,"N(0, 0.1)",attractive_repulsive,"small_world(N, 0.66, 10)",1000
832,random,0.75,"N(0, 0.1)",attractive_repulsive,"scale_free(N, 1)",1000
833,random,0.75,"N(0, 0.1)",attractive_repulsive,"scale_free(N, 5)",1000
834,random,0.75,"N(0, 0.1)",random_adoption,erdos_renyi_random(N),1000
835,random,0.75,"N(0, 0.1)",random_adoption,"small_world(N, 0.0, 3)",1000
836,random,0.75,"N(0, 0.1)",random_adoption,"small_world(N, 0.0, 10)",1000
837,random,0.75,"N(0, 0.1)",random_adoption,"small_world(N, 0.66, 3)",1000
838,random,0.75,"N(0, 0.1)",random_adoption,"small_world(N, 0.66, 10)",1000
839,random,0.75,"N(0, 0.1)",random_adoption,"scale_free(N, 1)",1000
840,random,0.75,"N(0, 0.1)",random_adoption,"scale_free(N, 5)",1000
